"id","concepto"
"893","APORTE ALEJANDRO SEÑALIZACION AGUACATERA 14-07-23"
"894","DECO NEGRO  - CORDON "
"895","ACEITE "
"896","Aceite de almendras yodo"
"897","Toallas humedas"
"898","Pañitos humedos"
"899","4 cobijas para las vacas"
"900"," Cables estencion bombillos y mas"
"901","Rodachines"
"902","Bascula para concentrados y leche"
"903","Escoba trapero"
"904","Electrodo cinta y mas"
"905","Jabon para bañar el ganado"
"906","ACPM"
"907","Alambre cinta tlajones yas"
"908","Sifon varillas y mas"
"909","ACPM"
"910","Manila para xabesales de terneras"
"911","Concentrado vacas"
"912","Carrerata "
"913","Sal para ganado"
"914","Mangera"
"915","Manifueras para broches"
"916","Peajes"
"917","Pastas para la gripe "
"918","ACPM"
"919","Parqueadero asde sillas"
"920","Parqueadero asdecillas"
"921","Parqueadero asdecillas"
"922","Calsyn glicopan y mas"
"923","ACPM"
"924","ACPM"
"925","Peajes"
"926","Peajes "
"927","Peajes feria medellin "
"928","silo"
"930","Reparación de la casa la maria "
"931","Reparación de la casa la maria "
"932","comisión taxis "
"933","comisión taxis "
"934","pago de auxiliar 12 horas"
"935","comisión taxis "
"936","Pago de auxiliar de caja "
"937","comisión taxis"
"938","Arreglo de filtro de agua en jacuzzi y cambio de resistencias quemadas en sauna"
"939","Envío de papelería a Medellín"
"940","compra de contac para anuncios y cinta de enmascarar  "
"941","compra de materiales para cambio de toma de plancha industrial de lavandería  "
"942","comisión taxis "
"943","desechables para celebración cumpleaños "
"944","COMPRA DE TORTA CELERACION CUMPLEAÑOS "
"945","comisión taxis "
"946","comisión taxis "
"947","comisión taxis "
"948","comisión taxis "
"949","Pago de auxiliar de caja "
"950","Cambio de sencillo "
"951","Pago de auxiliar de camarería  "
"952","Compra de válvula para arreglo en baño de área de lavandería "
"953","Silo de maiz"
"954","Transporte de 12 toneladas de silo de maiz"
"955","Transportes varios "
"956","Insumos y medicamentos "
"958","Mantenimiento de vías "
"959","Vacunas de ganado"
"961","Transporte de concentrado "
"962","Preñeses de yeguas"
"963","Insumos y medicamentos "
"964","Envio de semen"
"965","Viaticos feria medellin "
"966","Transporte de ganado "
"967","Transporte de ganado "
"968","Transporte de corotos y checheres "
"969","Heno"
"970","10 toneladas de gallinaza"
"971","6 toneladas de silo "
"972","Transporte de ganado feria medellin "
"973","Transporte de ganado y checheres "
"974","Transporte de cerdos"
"975","Adono a facturas jorge romero "
"976","Herrada de 2 caballos 🐎"
"977","Gerrada de 7 🐎"
"978","ACPM"
"979","Concentrado cerdos 🐖"
"980","Tornillos tuercas y mas"
"981","Adaptador macho "
"982","Polisombra"
"983","Axesorios pvc"
"984","Broca para madera"
"985","Taladro varillas y mas"
"986","Pulidora"
"987","ACPM"
"988","Peajes"
"989","Nomina"
"990","Nomina"
"991","Nomina "
"992","Nomina "
"993","Nomina"
"994","Nomina "
"995","Liquidación "
"996","Liquidación "
"997","Pago de auxiliar de caja "
"998","Entregados en Aranazazu el viernes 8 de Septiembre
"
"999","Nomina"
"1000","Nomina"
"1001","Nomina"
"1002","Nomina"
"1003","Nómina "
"1004","Nomina"
"1005","Peajes "
"1006","Transporte de concentrados sales y mas"
"1007","ACPM"
"1008","Peajes "
"1009","Preñeses de yeguas"
"1010","Repuestos para la moto gn azul "
"1011","Mantenimiento de estacionaria 01 y guadaña 02 "
"1012","Concentrados y insumos"
"1013","Silo de maiz"
"1014","comisión taxis"
"1015","compra de lampara par cambio en habitación "
"1016","compra de válvulas de salida y émbolos para cambio en habitaciones por filtros de agua "
"1017","compra de dulces para obsequiar a clientes en día de amor y amistad"
"1018","Pago de domicilio de pedido  de bar BERMUDAS"
"1019","Compra de eucalipto "
"1020","Comisión taxis "
"1021","Pago de exámenes periódicos personal motel "
"1022","Pago de exámenes periódicos personal motel"
"1023","Pago de exámenes periódicos personal motel   "
"1024","Compra de postre para detalle de amor y amistad a personal del motel "
"1025","pago de bicarbonato de sodio uso en lavandería  "
"1026","Pago de auxiliar de lavandería "
"1027","Pago para instalación de válvulas de salida en 3 sanitarios y émbolos de grifería   "
"1028","Pago de auxiliar de caja "
"1029","Pago de exámenes periódicos personal motel "
"1030","Cambio de sencillo "
"1031","Comisión taxis "
"1032","Comisión taxis "
"1033","Compra de brocha para retocar pintura de muro externo de salida posterior del motel "
"1034","Comisión taxis "
"1035","Comisión taxis "
"1036","Cambio de sencillo "
"1037","Comisión taxis"
"1038","Comisión taxis "
"1039","Comisión taxis"
"1040","Pago de auxiliar de camarería 12 hrs  "
"1041","Compra de jabón rey "
"1042","Pago de auxiliar de caja "
"1043","Comisión taxis "
"1044","Pago de auxiliar de caja "
"1045","Comisión taxis "
"1046","Comisión taxis "
"1047","Compra de Blanqueador Gel "
"1048","Compra de eucalipto "
"1049","Compra de grapas para arreglo de luces en parte posterior del motel  "
"1050","Comisión taxis "
"1051","Comision taxis"
"1052","Pago 2 dias trabajo Luis ordeñador"
"1053","APORTE ESTEBAN BANCOLOMBIA 31-08-23"
"1055","TRANSPORTE NOVILLAS QUIMBAYA PEREIRA Y VITERBO QUIMBAYA"
"1056","TRANSPORTE VACAS SUBASTA"
"1057","APORTE ALEJANDRO BANCOLOMBIA"
"1058","COMPRA HENO 02/08/23"
"1059","NOMINA TRABAJADORES 03/09/23"
"1060","NOMINA TRABAJADORES 03/09/23"
"1061","APORTE ESTEBAN BANCOLOMBIA 06/09/23"
"1062","APORTE ESTEBAN BANCOLOMBIA 06/09/23"
"1063","TRANSPORTE CONCENTRADO NOVILLONAS Y TERNERAS 06/09/23"
"1064","TRANSPORTE CONCENTRADO LA PALMERA 06/09/23"
"1065","MENSUALIDAD AGUA 07/09/23"
"1066","ALIMENTACION VISITAS TECNICAS 07/09/23"
"1067","ROPA BEBE ALVARO VLADIMIR"
"1068","PAPEL REGALO ANCHETA"
"1069","GASEOSA Y VASOS "
"1070","ANCHETA BEBE ALVARO VLADIMIR"
"1072","TENSIONADA FRENOS DAHIATSU"
"1073","Compra de blanqueador  "
"1074","TRANSPORTE CASCARILLA"
"1075","Pago de auxiliar de camarería 12 hrs"
"1076","TRANPORTE CAFE Y CAMAROTE"
"1077","NOMINA TRABAJADORES 10/09/23"
"1078","NOMINA TRABAJADORES 10/09/23"
"1079","CONTRATO LIMPIA CAFETAL 10/09/23"
"1080","paquete de velas para decoración "
"1081","Comisión taxis "
"1082","Compra de jabón "
"1083","IMPRESION PLANILLAS PAGO"
"1084","CONTRATOS DRENAJES 10/09/23"
"1085","NOMINA TRABAJADORES 10/09/23"
"1086","TRANSPORTE TRABAJADORES Y INSUMOS"
"1087","NOMINA TRABAJADORES 10/09/23"
"1088","NOMINA TRABAJADORES 10/09/23"
"1089","NOMINA TRABAJADORES 10/09/23"
"1090","APORTE PATOJO 10/09/23"
"1091","APORTE ABEL EFECTIVO PAGO NOMINA ESMERALDA"
"1092","APORTE ALEJANDRO PAGO NOMINA PALMERA 10/09/23"
"1093","APORTE ALEJANDRO GASTOS VARIOS PALMERA 10/09/23"
"1094","APORTE NARCES EFECTIVO 11/09/23"
"1095","TAPA TANQUE COMBUSTIBLE NISSAN FRONTIER"
"1096","CAMBIO EMPAQUETADURA CLOS NISSAN FRONTIER GRUA MANO DE OBRA Y REPUESTO"
"1097","APORTE ESTEBAN BANCOLOMBIA 14/09/23"
"1098","APORTE ESTEBAN BANCOLOMBIA 14/09/23"
"1099","TRANSPORTE CONCENTRADO PEREIRA 14/09/23"
"1100","TRANSPORTE CASCARILLA "
"1101","LIGA TRANSPORTE EN MOTO FINCA PORTUGAL"
"1102","ALMUERZO CONTRATISTAS GUADAÑA PORTUGAL"
"1103","ALMUJERZO VISITA MAYORDOMO FINCA PORTUGAL"
"1104","LAVADA CAMIONETA NISSAN FRONTIER"
"1105","Aporte Alejandro Bancolombia 15/09/23"
"1106","APORTE ESTEBAN COMPRA CHUPOS CODEGAR"
"1107","APORTE ALEJANDRO EFECTIVO 21/09/23"
"1108","APORTE PATOJO 22/09/23 COMPRA FERTILIZANTE"
"1109","LAVADA CAMIONETA NISSAN FRONTIER "
"1110","SERVICIO DE GRUA"
"1111","LAVADA CARRO CLIO LUCHO"
"1112","ARREGLO EXOSTO NISSAN FRONTIER"
"1113","COMPRA FERTILIZANTE 44 INTEGRADOR 15 MAGKIERITA Y 7 NITRABOR"
"1114","APORTE ESTEBAN BANCOLOMBIA 23/09/23"
"1115","APORTE ALEJANDRO NOMINA PALMERA 23/09/23"
"1116","APORTE ALEJANDRO GASTOS VARIOS PALMERA 23/09/23"
"1117","TRANSPORTE CONCENTRADO ESTERLINA Y ESPERANZA 23/09/23"
"1118","NOMINA TRABAJADORES 23/09/23"
"1119","LAVADA GENERAL NISSAN FRONTIER "
"1120","APORTE PATOJO 24/09/23 PAGO NOMINA"
"1121","NOMINA TRABAJADORES 24/09/23"
"1122","APORTE ABEL NOMINA ESMERALDA 24/09/23"
"1123","NOMINA TRABAJADORES 24/09/23"
"1124","NOMINA TRABAJADORES 24/09/23"
"1125","TRANSPORTE TRABAJADORES Y VARIOS 24/09/23"
"1126","PAGO CONTRATISTAS DRENAJES Y PINTURA DE ARBOLES "
"1127","IMPRESION PLANILLAS PAGO 24/09/23"
"1128","VENTA CAFE 2 15/09/23"
"1129","REFRIGERIOS REUNION 15/09/23"
"1130","ALMUERZOS VISITA JULIAN AGRONOMO"
"1131","TRANSPORTE CAFE 2"
"1132","CONTRATO GUADAÑADA CAFE 24/09/23"
"1133","NOMINA TRABAJADORES 17/09/23"
"1134","DESPINCHADA DAHIATSU"
"1135","AGUA AGRONOMO 18/09/23"
"1136","ARREGLO CARPA DAHIATSU"
"1137","CARGADOR ROUTER INTERNET"
"1138","LIGA PARA BOTAR BASURA AGUACATERA"
"1139","NOMINA TRABAJADORES 24/09/23"
"1140","TRANSPORTE FERTILIZANTE "
"1141","HERRADA YEGUA Y APLOMADA POTROS"
"1142","CONTRATO GUADAÑA CAFE 1"
"1143","NOMINA TRABAJADORES 24/09/23"
"1144","LAVADA MOTO"
"1145","TRANSPORTE CASCARILLA Y VARIOS "
"1146","FORMULARIOS TRASPASOS CAMIONETA NISSAN"
"1147","MONTADA LLANTA MOTO "
"1148","COMPRA LLANTA TRASERA MOTO XTZ 250 CDO 85F "
"1149","NOMINA TRABAJADORES 01/10/23"
"1150","NOMINA TRABAJADORES 01/10/23"
"1151","LAVADA 2 MOTOS XTZ 250 Y SZ"
"1152","SOLDADURA DAHIATSU"
"1153","GASEOSA TRABAJADORES "
"1154","CAMBIO MANIGUETA CLOS Y ACEITE"
"1155","gasolina guadaña"
"1156","GASOLINA GUADAÑA"
"1157","HOTEL JULIAN"
"1158","REPARACION MOTOR HONDA CB 110"
"1159","TREN DE ARRASTRE Y MANO DE OBRA MOTO XTZ 250"
"1160","PEAJE"
"1161","PEAJE"
"1162","DETERGENTE LAVADO TRAJES FUMIGACION"
"1163","PAGO COMBUSTIBLE"
"1164","PAGO COMBUSTIBLE "
"1165","CAMBIO MOTOR ARRANQUE Y VARIOS GN 125"
"1166","GASOLINA GUADAÑA"
"1167","PEAJE"
"1168","ACPM NISSAN FRONTIER"
"1169","PEAJE"
"1170","ACPM NISSAN FRONTIER"
"1171","COMPRA 1 BULTO DAP"
"1172","UNIONES, CODOS Y VARIOS ACCESORIOS"
"1173","ACCESORIOS PVC Y ABRAZADERAS"
"1174","PEAJE"
"1175","2 SECAMIL"
"1176","PEAJE"
"1177","2 BOMBILLO LED ESTABLO"
"1178","7 UNIONES PRESION"
"1179","TIJERAS DESTORNILLADOR Y UNIONES"
"1180","TRIOEN NOVORMON Y VARIOS"
"1181","MEDICINAS VARIOS"
"1182","MEDICAMENTOS VARIOS"
"1183","FILTRO LECHE ORDEÑO"
"1184","LONA 4X5"
"1185","ACCESORIOS VARIOS PVC"
"1186","ACCESORIOS PVC VARIOS"
"1187","ACCESORIOS PVC"
"1188","MIXILAND Y TRIMEDIAZINA"
"1189","PAÑITOS LIMPIEZA ECOGRAFO"
"1190","VETHISTAN"
"1191","PEAJE"
"1192","PEAJE"
"1193","ACPM NISSAN FRONTIER"
"1194","GASOLINA MOTO"
"1195","MEDICAMENTOS VARIOS"
"1196","METRICURE SINCROGEST Y BOVIMIN"
"1197","GASOLINA MOTO"
"1198","PEAJE"
"1199","PEAJE"
"1200","PEAJE"
"1201","CAMBIO HOJAS MUELLES NISSAN FRONTIER"
"1202","EDO COZINK EDO COMPLEX"
"1203","MEDICAMENTOS Y FERTILIZANTES"
"1204","PAGO SERVICIO DE AGUA"
"1205","SERVICIO AGUA"
"1206","MEDICAMENTOS Y VARIOS"
"1207","PEAJE"
"1208","AGUA Y DULCES OFICINA"
"1209","ACPM NISSAN FRONTIER"
"1210","IMPLEMENTOS ASSEO OFICINA"
"1211","EMPAQUETADURA CLOS NISSAN FRONTIER"
"1212","GAFAS GUANTES Y ALICATE"
"1213","CAMBIO ACEITE NISSAN FRONTIER"
"1214","PROVETAS"
"1215","MEDICAMENTOS VARIOS"
"1216","PEAJE"
"1217","PEAJE"
"1218","ACCESORIOS PVC VARIOS"
"1219","PEAJE"
"1220","ACEITE PARA VENENO MOSCAS"
"1221","DESAYUNO MAYORDOMO PORTUGAL"
"1222","MEDICAMENTOS VARIOS"
"1223","YOGURT AMOR Y AMISTAD Y VARIOS"
"1224","ACPM NISSAN FRONTIER"
"1225","IMPLEMENTOS ASEO OFICINA"
"1226","BOLSAS PARA SILO"
"1227","GASOLINA MOTO"
"1228","PEAJE"
"1229","PEAJE"
"1230","AGUJAS DESECHABLES"
"1231","PEAJE"
"1232","MANTENIMIENTO GUADAÑAS Y ESTACIONARIAS"
"1233","MANTENIMIENTO GUADAÑAS Y ESTACIONARIAS"
"1234","CABOS AZADON"
"1235","CUCHILLAS GUADAÑA"
"1236","CONCENTRADO TERNERAS LEVANTE Y SUERO"
"1237","GASOLINA MOTO"
"1238","PEAJE"
"1239","PEAJE"
"1240","CHUPOS TETEROS"
"1241","ACPM CAMIONETA NISSAN FRONTIER"
"1242","GASOLINA GUADAÑA"
"1243","PEAJE"
"1244","PEAJE"
"1245","AGUA Y DULCES OFICINA"
"1246","SERVICIO ENERGIA"
"1247","SERVICIO ENERGIA"
"1248","PEAJE"
"1249","PEAJE"
"1250","PEAJE"
"1251","PEAJE"
"1252","GASOLINA CLIO LUCHO"
"1253","PEAJE"
"1254","GASOLINA MOTO"
"1255","PEAJE"
"1256","PEAJE"
"1257","PEAJE"
"1258","PEAJE"
"1259","PEAJE"
"1260","GASOLINA GUADAÑA"
"1261","ALGO TRABAJADORES"
"1262","ALMUERZO SANDRA"
"1263","GASEOSA CUMPLEAÑOS"
"1264","GASEOSA Y VARIOS CUMPLEAÑOS"
"1265","ACPM CAMIONETA NISSAN FRONTIER"
"1266","MANGUERAS Y ACOPLES ACUEDUCTO LA ESMERALDA"
"1267","ALGO COLABORADORES"
"1268","SHAMPOO BEBE ALVARO VLADIMIR"
"1269","TOALLITAS CREMA PAÑALES BEBE ALVARO VLADIMIR"
"1270","CUCHILLAS Y GRASA"
"1271","SEMANARIO Y PIJAMA BEBE ALVARO VLADIMIR"
"1272","GASOLINA MOTO"
"1273","GASEOSA Y VASOS CUMPLEAÑOS"
"1274","PEAJE"
"1275","PEAJES"
"1276","PEAJE"
"1277","PEAJE"
"1278","PEAJE"
"1279","PITO MOTO XTZ 250"
"1280","VIGILANCIA "
"1281","ACPM CAMIONETA NISSAN FRONTIER"
"1282","GASOLINA GUADAÑA Y MOTO"
"1283","PARQUEADERO CAMIONETA"
"1284","BROCHA LIMA Y VARIOS"
"1285","GASOLINA GUADAÑA Y MOTO"
"1286","MEDICAMENTOS VARIOS"
"1287","MEDICAMENTOS VARIOS. NOTA: EL VALOR RESTANTE DE LA FACTURA QUEDO A CREDITO"
"1288","INSUMOS ASEO OFICINA"
"1289","ENVIO MUESTRAS SANGRE LABORATORIO BOGOTA"
"1290","ALMUERZO VISITA DELAVAL"
"1291","NIPLES ACUEDUCTO LA ESMERALDA"
"1292","ACOPLE"
"1293","ROUNDUP SAL Y VARIOS"
"1294","PEAJE"
"1295","PEAJE"
"1296","ACARREO SAL Y CONCENTRADO"
"1297","ACPM FUMIGA HERBICIDA"
"1299","PEAJE"
"1300","ACPM CAMIONETA NISSAN FRONTIER"
"1301","PEAJE"
"1302","PEAJE"
"1303","ACEITE BALINERAS Y SERVICIO TECNICO GUADAÑAS"
"1304","ACPM CAMIONETA NISSAN FRONTIER"
"1305","FOTOCOPIAS"
"1306","20 PACAS CASCARILLA 13/05/2023"
"1307","TRANSPORTE HENO 17/05/2023"
"1308","TRANSPORTE CAL NEIVA- ARANZAZU"
"1309"," 3 VIAJES COLINO AGUACATE 29/05/2023"
"1310","TRANSPORTE CONCENTRADO CARTAGO - VITERBO - ARANZAZU"
"1311","TRANSPORTE 8 TON CAL NEIVA- ARANZAZU 04/06/2023"
"1312","TRANSPORTE FRUTA AGUACATE FINCA AL PUEBLO 09/06/2023"
"1313","TRANSPORTE CONCENTRADO 09/06/2023 GALICIA- QUIMBAYA- ARANZAZU"
"1314","TRANSPORTE 8 TON YESO AGRICOLA 25/06/2023 NEIVA- ARANZAZU"
"1315","TRANSPORTE 8 TON YESO AGRICOLA NEIVA - ARANZAZU 27/06/2023"
"1316","120 PACAS DE HENO 13/07/2023"
"1317","TRANSPORTE 8 TON YESO AGRICOLA 18/07/2023"
"1318","TRANSPORTE 8 TON CAL NEIVA- PEREIRA 22/07/2023"
"1319","2 VIAJES COLINO AGUACATE 31/07/2023"
"1320","TRANSPORTE HENO 02/09/2023 "
"1321","4 VIAJES COLINO AGUACATE 13/09/2023"
"1322","115 PACAS HENO 24/09/2023"
"1323","PEAJES"
"1324","PEAJES"
"1325","PEAJES"
"1326","PEAJES"
"1327","PEAJES"
"1328","PEAJES"
"1329","APORTE ESTEBAN BANCOLOMBIA"
"1330","APORTE ESTEBAN BANCOLOMBIA"
"1331","APORTE ESTEBAN BANCOLOMBIA"
"1332","TRANSPORTE CONCENTRADO "
"1333","PALPACION Y VETISURE YEGUA"
"1334","CONTRATO GUADAÑA DRENAJES ANCHOS 16X 70.000 C/U Y 40 X 20.000 C/U"
"1335","DEJE SR PORTADA PARA COMPRAR CONCENTRADO PERRO"
"1336","APORTE ALEJANDRO BANCOLOMBIA 29/07/2023"
"1337","APORTE ALEJANDRO EFECTIVO 15-07-23"
"1338","APORTE ALEJANDRO BANCOLOMBIA 15/07/2023"
"1339","NOMINA TRABAJADORES 29/07/2023"
"1340","APORTE ALEJANDRO EFECTIVO 10/07/2023"
"1341","APORTE ALEJANDRO EFECTIVO 19/07/2023"
"1342","APORTE ALEJANDRO BANCOLOMBIA 29/07/2023"
"1343","APORTE ALEJANDRO GIRO 04/08/2023"
"1344","TRANSPORTE CONCENTRADO 02/08/2023"
"1345","APORTE ALEJANDRO EFECTIVO 25/08/2023"
"1346","APORTE ALEJANDRO BANCOLOMBIA 29/08/2023"
"1347","APORTE ALEJANDRO BANCOLOMBIA 29/08/2023"
"1348","APORTE ALEJANDRO EFECTIVO 06/09/2023"
"1349","APORTE ALEJANDRO PAGO CODEGAR 09/09/2023"
"1350","APORTE ALEJANDRO BANCOLOMBIA 27/09/2023"
"1351","APORTE ALEJANDRO BANCOLOMBIA 27/09/2023"
"1352","COMPRA MOTOBOMBA DIESEL 29/09/2023"
"1353","APORTE ALEJANDRO LABORATORIO BOGOTA 29/09/23"
"1354","PERFIL REPRODUCTIVO VACAS"
"1355","BAXIDIN"
"1356","2 BULTOS BOVIMIN"
"1357","CUADERNO CONTABLE Y PILAS"
"1358","APORTE ESTEBAN BANCOLOMBIA 22/09/2023"
"1359","COMPRA 1000 EUGENIOS"
"1360","ATOMIZADORES Y EMBUDOS"
"1361","POLLO Y GASEOSA CUANDO SE SACO NOVILLA HUECO"
"1362","INSUMOS ASEO OFICINA"
"1364","REGULADOR ECOGRAFO"
"1365","ACPM CAMIONETA NISSAN FRONTIER"
"1366","CHORIZOS NARCES"
"1367","SOLDADURA PUERTAS ORDEÑO Y VARIOS"
"1368","APORTE ESTEBAN BANCOLOMBIA 26/08/2023"
"1369","CAMPOFERT ZINC"
"1370","BULTO DE MIEL"
"1371","COBACTAN- DEXTROMIN"
"1372","TRANSPORTE TRABAJADORES"
"1373","COMPRA HOJAS PARA REFORZAR MUELLE DAHIATSU"
"1374","VENTA CAFE 1 18/08/2023"
"1375","LAVADA CAMIONETA NISSAN FRONTIER 18/07/2023"
"1376","SOLDADURA TORRES HELDAS DE SECAR CAFE"
"1377","PASAJE SANDRA INVENTARIO"
"1378","FOTOCOPIAS"
"1379","APORTE BANCOLOMBIA FERRETERIA EL OBRERO"
"1380","ABONO FERRETERIA EL OBRERO 01/09/2023"
"1381","CAMBIO HOJA PRINCIPAL MUELLE CAMIONETA NISSAN FRONTIER"
"1382","COLABORACION TRASTEO SEBASTIAN ORDEÑADOR"
"1383","MENSUALIDAD AGUA 05/08/2023"
"1384","CAMBIO MANGUERA AGUA CAMIONETA NISSAN FRONTIER 21/09/2023"
"1385","TAXIS"
"1386","ARREGLO YOYO MOTOSIERRA"
"1387","APORTE ESTEBAN BANCOLOMBIA"
"1388","ANTICIPO TRANSPORTE VACAS 28/09/2023"
"1389","Pago de auxiliar de caja "
"1390","Comisión taxis "
"1391","Compra  productos de limpieza "
"1392","Comisión taxis "
"1393","Compra de productos de limpieza "
"1394","Envió de papelería a Medellín"
"1395","SALDO A JUNIO 2023 CAJA EXCEL "
"1396","comisión taxis"
"1397","construcción finca la maría- trabajos oficios varios"
"1398","30 SEPTIEMBRE CONSTRUCCION "
"1400","ARREGLO FRENOS"
"1401","PUNTO DE BIENESTAR "
"1402","PUNTO DE BIENESTAR"
"1403","PUNTO DE BIENESTAR / PDTE RECIBO/ SUBIMOS CONSIGNACION "
"1405","SE SUBIO CON LA FACTURA NO TIENE RC DE PAGO/ PDTE PEDIR"
"1406",""
"1407","BOQUILLAS"
"1408","ALAMBRE"
"1409",""
"1410",""
"1411","AGUA"
"1412",""
"1413",""
"1414","TTE EMPLEADOS"
"1415","APORTE CAJA PELUDO POR EL JEFE"
"1416","INGRESO 23 DE SEPTIEMBRE"
"1417","Saldo Gastos caja N3 relacionada en cuadro de excel"
"1419","Comisión taxis "
"1420","Compra de Vasos plásticos (uso para clientes) "
"1421","Contención finca la maria "
"1422","Cambio de sencillo "
"1423","Cunetas vías "
"1424","Cunetas "
"1425","Comora de producto de limpieza "
"1426","Compra de dos puertas "
"1427","Comisión taxis "
"1428","Pago de auxiliar de caja "
"1429","Cambio de sencillo "
"1430","Trasporte de las dos puertas desde manizales, sin firma"
"1431","Comisión taxis "
"1432","Compra de eucalipto "
"1433","Pasó de semana de trabajo en Hass tech "
"1434","Pago auxiliar de caja "
"1435","Cambio de sencillo "
"1436","Acarreo Compra de jabón rey "
"1438","Comisión taxis "
"1439","Compra de Jabón rey "
"1440","Llaves de paso"
"1441","Comisión taxis "
"1442","Mecanico "
"1443","Cambio sencillo "
"1444","Trabajador Hass tech "
"1445","Entregados a Jorge alambrada Portugal materiales"
"1446","comision taxis "
"1447","APORTE SEBASTIAN ACOSTA BANCOLOMBIA 05/10/23"
"1448","APORTE PATOJO 05/10/23"
"1449","SUELDO CARLOS JOSE VELASQUEZ 05/10/23"
"1450","COMPRA MEDICINAS Y NITROXTEND EL VALOR DE LA FACTURA FUE ABONADO A ESTA FACTURA. "
"1451","TAXIS MEDELLIN "
"1452","PASAJE MEDELLIN PEREIRA 05/10/23"
"1453","APORTE ALEJANDRO BANCOLOMBIA, NOMINA PALMERA 07/10/23"
"1454","APORTE ALEJANDRO BANCOLOMBIA GASTOS VARIOS LA PALMERA 07/10/23"
"1455","NOMINA TRABAJADORES LA PALMERA 07/10/23"
"1456","SERVICIO VIGILANCIA LA PALMERA"
"1457","COMPRA SAL BOVIMIN LA PALMERA"
"1458","COMPRA AMINA LA PALMERA"
"1459","COMPRA GRAMERA LA PALMERA"
"1460","QUIMICOS PISCINA PEREIRA "
"1461","PAGO PERSONAL RIEGO "
"1462","VENENO PARA RATAS LA PALMERA"
"1463","APORTE AEJANDRO EFECTIVO NOMINA LA ESMERALDA 07/10/23"
"1464","NOMINA LA ESMERALDA 07/10/23"
"1465","PAGO AGUA ESMERALDA"
"1466","PAGO  PENDIENTE JAIRO "
"1467","APORTE ALEJANDRO BANCOLOMBIA COMPRA CASCACRILLA 07/10/23"
"1468","COMPRA CASCARILLA LA ESTERLINA 07/10/23"
"1469","APORTE PATOJO NOMINA 07/10/23"
"1470","TRANSPORTE PERROS, PERRERA MUNICIPAL "
"1471","IMPRESION PLANILLA NOMINA 07/10/23"
"1472","CANCELACION TRANSPORTE VACAS 07/10/23"
"1473","NOMINA TRABAJADORES LA ABUNDANCIA 07/10/23"
"1474","TRANSPORTE PERSONAL Y VARIOS LA ABUNDANCIA 07/10/23"
"1475","PAGO DRENAJES CONTRATO LA ABUNDANCIA 07/10/23"
"1476","LIQUIDACION WUANDA 07/10/23"
"1477","NOMINA TRABAJADORES 07/10/23"
"1478","NOMINA TRABAJADORES LA CRISTALINA 07/10/23"
"1479","NOMINA TRABAJADORES 07/10/23"
"1480","TRASTEO ROGELIO Y PABLO "
"1481","PAGO JULIAN GIRALDO CONTRATO GUADAÑA 07/10/23"
"1482","IMPRESION CONCEPTO AMBIENTAL "
"1483","APORTE ALEJANDRO BANCOLOMBIA 12/10/23"
"1484","COMPRA GUANTES NITRILO"
"1485","PAPEL SECADO, IXODIMOS "
"1486","COMPRA MEDICAMENTO "
"1487","MALLA PARA HENO "
"1488","COMPRA AGUA OFICINA "
"1489","HILO GUADAÑA "
"1490","ACPM NISSAN "
"1491","ACPM NISSAN "
"1492","ACPM HILLUX"
"1493","Materiales Eléctricos "
"1494","Desayunos y almuerzos "
"1495","Peajes "
"1496","Energía "
"1497","Trasporte concentrado y materiales de construcción "
"1498","Caneca para bebedero del ganado"
"1499","Peajes "
"1500","ACPM"
"1501","Torta de solla para vacas de pista"
"1502","Peajes"
"1503","ACPM"
"1504","Varillas roscadas y mas"
"1505","Energía de pereira "
"1506","Gasolina"
"1507","Peajes"
"1508","ACPM"
"1509","ACPM"
"1510","Yogurt  amor y amista trabajadores  el de talle de vanesa "
"1511","Energía "
"1512","Energía "
"1513","Energía "
"1514","Energía "
"1515","Peajes"
"1516","115 bultos de sisco mas transporte"
"1517","ACPM"
"1518","Bbateria llanta para la moto "
"1519","Soldadura thinner rodillo y mas"
"1520","Materiales eléctricos para bodegas "
"1521","Soldadura mosquetones y mas"
"1522","cambio de sencillo"
"1523","COMPRA PARA BAR  (COCA COLA)"
"1524","comisión taxis  "
"1525","comisión taxis "
"1526","Pago auxiliar caja "
"1527","Compra de guantes de nitrilo para uso en camarería y lavandería "
"1528","Pago de auxiliar de camarería diurno "
"1529","comisión taxis "
"1530","Pago de auxiliar de camarería 12 hrs"
"1531","Mirringo potros rodeo y corcel"
"1532","Asistencia médica a mula nueva"
"1533","Peajes"
"1534","Dextromin y mas medicamentos "
"1535","Gasolina "
"1536","Procura hepatonic"
"1537","Envío de facturas "
"1538","Nomina la esperanza "
"1539","Nomina el brillante "
"1540","Nomina esterlina "
"1541","Nomina san esteban "
"1542","Nomina la pampa "
"1543","Liquidación Victor melendez"
"1544","Liquidación juan alcalde "
"1545","ACPM"
"1546","ACPM"
"1547","Cumpleaños sebas y el mono"
"1548","ACPM"
"1549","Peajes "
"1550","Peajes "
"1551","Taladro pulidora y mas"
"1552","Alicate diablo alicate helvético y más "
"1553","Pala hoyadora pala redonda y más "
"1554","Nomina Portugal "
"1555","comisión taxis "
"1556","Compra de elementos para adecuación de agua caliente para lavadoras en área de lavandería.  "
"1557","compra de elementos para adecuación de agua caliente en lavadora en área lavandería  "
"1558","comisión taxis "
